Time,Block,Trial,Scene_from_keyfile,Shapes,Positions,Tracked_x,Tracked_y,Mouse_x,Mouse_y
119183,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],952,558,959,544
119199,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],936,584,959,544
119215,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],907,576,959,544
119233,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],900,578,959,544
119249,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],871,589,959,544
119266,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],885,589,959,544
119282,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],909,616,959,544
119299,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],914,607,959,544
119316,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],930,595,959,544
119332,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],909,593,959,544
119349,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],903,589,959,544
119364,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],934,577,959,544
119380,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],905,580,959,544
119396,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],900,582,959,544
119412,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],891,572,959,544
119428,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],916,569,958,544
119445,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],911,572,958,544
119461,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],938,552,958,544
119478,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],929,585,958,544
119494,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],934,576,958,544
119515,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],934,588,958,544
119531,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],922,564,958,544
119548,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],921,589,958,544
119564,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],902,573,958,544
119580,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],917,602,958,544
119596,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],902,621,958,544
119612,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],915,628,958,544
119628,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],904,631,958,544
119645,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],891,617,958,544
119661,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],915,632,958,544
119678,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],922,633,958,544
119694,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],933,621,958,544
119710,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],931,650,958,544
119726,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],932,634,958,544
119742,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],925,616,958,544
119758,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],916,598,958,544
119774,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],908,588,958,544
119790,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],912,577,958,544
119807,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],909,577,958,544
119823,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],942,595,958,544
119839,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],937,588,958,544
119856,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],923,568,958,544
119873,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],911,591,958,544
119889,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],896,590,958,544
119905,0,1,125,[9, 2, 4, 10, 5, 8],[[2, 3], [3, 3], [1, 2], [1, 3], [2, 1], [3, 2]],893,600,958,544
