Time,Block,Trial,Scene_from_keyfile,Shapes,Positions,Tracked_x,Tracked_y,Mouse_x,Mouse_y
134299,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],661,897,1271,730
134321,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],642,880,1271,730
134357,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],649,866,1271,730
134385,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],672,857,1271,730
134415,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],641,846,1271,730
134440,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],663,858,1271,730
134468,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],670,870,1271,730
134490,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],671,832,1271,730
134517,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],710,794,1271,730
134542,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],680,823,1271,730
134568,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],692,801,1271,730
134591,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],680,822,1271,730
134617,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],700,824,1271,730
134640,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],695,802,1271,730
134666,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],723,765,1271,730
134690,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],726,797,1271,730
134719,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],718,816,1271,730
134742,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],735,823,1271,730
134768,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],719,853,1271,730
134796,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],713,827,1271,730
134825,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],725,822,1271,730
134855,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],768,814,1271,730
134878,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],772,820,1271,730
134902,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],773,840,1271,730
134932,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],773,870,1271,730
134956,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],797,861,1271,730
134983,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],799,902,1271,730
135011,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],793,884,1271,730
135040,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],792,880,1271,730
135072,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],788,915,1271,730
135102,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],798,894,1271,730
135134,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],783,910,1271,730
135170,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],789,921,1271,730
135205,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],749,876,1271,730
135239,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],748,882,1271,730
135274,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],728,873,1271,730
135306,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],700,885,1271,730
135343,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],704,887,1271,730
135372,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],712,873,1271,730
135399,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],720,869,1271,730
135431,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],753,880,1271,730
135462,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],719,858,1271,730
135488,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],751,863,1271,730
135517,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],763,859,1271,730
135546,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],766,866,1271,730
135572,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],758,868,1271,730
135601,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],745,863,1271,730
135630,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],740,837,1271,730
135655,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],741,861,1271,730
135678,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],748,869,1271,730
135701,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],732,864,1271,730
135722,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],740,852,1271,730
135751,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],761,829,1271,730
135774,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],736,813,1271,730
135799,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],709,795,1271,730
135820,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],670,786,1271,730
135843,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],693,807,1271,730
135867,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],707,805,1271,730
135888,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],722,803,1271,730
135920,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],708,821,1271,730
135953,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],675,855,1271,730
135987,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],653,870,1271,730
136018,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],668,909,1271,730
136051,1,32,78,[np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(1), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)]],650,896,1271,730
136079,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],638,858,1271,730
136106,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],622,879,1271,730
136136,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],642,851,1271,730
136158,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],646,839,1271,730
136182,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],653,834,1271,730
136209,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],653,846,1271,730
136231,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],656,847,1271,730
136253,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],665,831,1271,730
136278,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],657,836,1271,730
136303,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],654,878,1271,730
136325,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],671,877,1271,730
136349,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],688,870,1271,730
136372,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],691,868,1271,730
136399,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],687,906,1271,730
136421,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],668,897,1271,730
136448,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],645,868,1271,730
136472,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],675,843,1271,730
136497,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],675,866,1271,730
136520,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],659,856,1271,730
136542,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],662,836,1271,730
136565,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],648,869,1271,730
136591,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],621,861,1271,730
136614,1,33,23,[np.int64(5), np.int64(1), np.int64(11), np.int64(3), np.int64(6), np.int64(9)],[[np.int64(1), np.int64(1)], [np.int64(2), np.int64(1)], [np.int64(3), np.int64(2)], [np.int64(3), np.int64(3)], [np.int64(1), np.int64(2)], [np.int64(2), np.int64(3)]],631,856,1271,730
