Time,Block,Trial,Scene_from_keyfile,Shapes,Positions,Tracked_x,Tracked_y,Mouse_x,Mouse_y
66933,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2185,736,2029,723
66955,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2159,701,2029,723
66979,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2176,707,2029,723
67003,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2189,715,2029,723
67030,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2173,700,2029,723
67052,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2209,682,2029,723
67074,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2231,665,2029,723
67096,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2267,632,2029,723
67120,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2230,617,2029,723
67147,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2223,633,2029,723
67174,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2221,662,2029,723
67198,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2224,655,2029,723
67225,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2236,656,2029,723
67248,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2242,673,2029,723
67271,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2219,671,2029,723
67293,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2207,680,2029,723
67315,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2207,716,2029,723
67350,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2204,723,2029,723
67376,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2230,711,2029,723
67398,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2244,706,2029,723
67421,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2269,698,2029,723
67444,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2262,695,2029,723
67466,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2243,713,2029,723
67489,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2241,716,2029,723
67510,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2239,748,2029,723
67533,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2225,737,2029,723
67566,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2205,696,2029,723
67595,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2178,709,2029,723
67619,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2177,700,2029,723
67644,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2146,743,2029,723
67668,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2144,765,2029,723
67694,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2128,770,2029,723
67718,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2118,811,2029,723
67742,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2108,836,2029,723
67766,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2118,835,2029,723
67790,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2129,823,2029,723
67812,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2137,809,2029,723
67837,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2152,812,2029,723
67861,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2144,809,2029,723
67883,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2115,805,2029,723
67906,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2123,784,2029,723
67928,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2115,798,2029,723
67951,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2120,822,2029,723
67976,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2110,816,2029,723
67998,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2121,825,2029,723
68020,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2149,816,2029,723
68042,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2133,813,2029,723
68065,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2123,817,2029,723
68090,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2091,829,2029,723
68112,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2119,816,2029,723
68135,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2103,831,2029,723
68168,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2056,783,2029,723
68192,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2050,803,2029,723
68214,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2023,809,2029,723
68237,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2039,833,2029,723
68261,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2042,827,2029,723
68283,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2031,845,2029,723
68311,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2026,817,2029,723
68344,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2030,800,2029,723
68373,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2023,800,2029,723
68398,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2020,802,2029,723
68423,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2020,824,2029,723
68445,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2004,840,2029,723
68467,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],1996,866,2029,723
68491,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2013,841,2029,723
68513,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],1996,822,2029,723
68535,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2011,857,2029,723
68559,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2033,849,2029,723
68583,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2032,838,2029,723
68608,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2048,814,2029,723
68631,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2041,791,2029,723
68656,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2024,778,2029,723
68680,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2013,799,2029,723
68703,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2004,827,2029,723
68726,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],1997,829,2029,723
68749,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2007,826,2029,723
68774,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2019,846,2029,723
68796,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2049,827,2029,723
68818,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2057,843,2029,723
68844,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2074,844,2029,723
68867,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2084,851,2029,723
68890,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2075,852,2029,723
68912,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2039,862,2029,723
68934,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2015,858,2029,723
68962,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2014,866,2029,723
68985,0,16,37,[np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(4), np.int64(12)],[[np.int64(2), np.int64(1)], [np.int64(3), np.int64(1)], [np.int64(1), np.int64(2)], [np.int64(1), np.int64(3)], [np.int64(2), np.int64(3)], [np.int64(3), np.int64(2)]],2011,834,2029,723
